Titolo,id_ristorante,Data,Target,Recensioni,Punteggio,Foto1,Foto2
Aperitivo da dimenticare,g1015453-d6437254,23 agosto 2022,friends,"Sarà un must per la pasticceria ma l'aperitivo è da dimenticare. Per uno spritz ed un gin tonic abbiamo aspettati 20 minuti e pur essendo le 18.30 sono stati serviti senza alcun accompagnento. Solo dietro nostra richiesta.ci sono state portate nell'ordine: 5 olive, 10 patatine ed una manciata di arachidi. Prezzo? 15 euro per due cocktail. Sulla stessa via si trovano proposte ben più adeguate","Punteggio 1,0 su 5","",""
Aperitivo rilassante,g1006191-d12474194,7 ottobre 2021,friends,"Aperitivo passato con due amici, in maniera molto rilassante ed apprezzata parecchio. 
Locale situato al centro della città, con un arredamento moderno e pieno di stile. Aperitivo fresco, ben curato e gustoso, specialmente l’antipasto di pesce (complimenti). Cantina di vino ampia con vasta scelta di vini, scelto un Grillo della cantina di Donnafugata anch’esso molto buono. Personale di sale ospitale, e ben curata. Bagno abbastanza pulito e curato.
Prezzo€ più che giusto!
-Serata molto rilassante passata con due amici in maniera perfetta, gradito tutto, dal locale al vino al cibo molto gustoso, complimenti allo Chef e staff.
Consiglio assolutamente !!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1f/54/3e/f4/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/1f/54/3e/f5/caption.jpg
Aperitivo vista mare!,g1006192-d7992597,6 settembre 2019,couples,"Ottimi cocktails, personale composto da ragazzi molto gentili ed efficienti, aperitivi vista tramonto! Consigliato!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/19/25/1f/1f/photo0jpg.jpg,""
Approvato,g1007324-d3384771,3 maggio 2024,couples,"Avevamo voglia di una buona granita, ne abbiamo presa una presso un altro locale, cestinata dopo pochi cucchiai. Stavamo quasi per mollare quando abbiamo notato molta gente fuori questa gelateria. Entriamo, e ad accoglierci troviamo una signora alla cassa (la proprietaria?) di una gentilezza che ci ha meravigliati. Ci ha consigliato di sederci e gustarci la granita con la brioche con comodità. E che bontà… complimenti. Un ottimo ricordo.","Punteggio 5,0 su 5","",""
Aragosta fantastica,g1007733-d2325587,12 agosto 2023,couples,Se vuoi mangiare pesce fresco questo è  il posto perfetto dove andare. Abbiamo mangiato giro antipasti e un aragosta da leccarsi i baffi.  Personale gentile e simpatico. Servizio puntuale e impeccabile.,"Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/07/75/fc/caption.jpg,""
Architettura e cibo,g1007733-d1229143,28 settembre 2023,business,"Ottimo ristorante, pranzo per lavoro quindi abbastanza veloce ma si capisce subito che è un buon luogo in cui mangiare. preso fregula ai frutti di mare che è risultata molto buona e ben fatta. 
A due passi dalla spettacolare Basilica di san Gavino, se siete a Porto Torres, consiglio di fare un salto alla Chiesa e al ristorante, meritano tutte e due.","Punteggio 4,0 su 5","",""
Arigatō,g1006067-d5824360,17 aprile 2024,family,"Bellissima e apprezzatissima sorpresa di compleanno in compagnia di mio figlio ❤️
Ristorante elegante e rilassante con ottima musica soffusa.
Ogni portata, con la sua cloche, stuzzica prima ancora del palato la curiosità. Sabino, con sapienza e amore, descrive ciò che andremo a degustare. 
Il personale, ovviamente, all'altezza.","","",""
Arrivo a Capalbio così cosi,g1015997-d1215655,17 luglio 2023,couples,"Portate scarse, costoso in rapporto alla qualità, servizio poco cordiale...sconsigliato!! 
Vitello tonnato con 5 bocconi minuscoli...vino bianco forzato dal cameriere..non avevano quello richiesto??? Un arrivo a  Capalbio molto negativo..prezzi elevatissimi","Punteggio 1,0 su 5","",""
Arrogante e aggressivo,g1007324-d2697772,15 agosto 2023,friends,Ottima location. Personale gentile e disponibile. L'unica nota stonata è il titolare  del locale (Arrogante e aggressivo) che senza nessuna remora redaguirva più volte in malo modo i dipendenti davanti ai clienti. I servizi igienici privi di asciugamani di carta e soffioni elettrici non funzionanti. Mai più.,"Punteggio 1,0 su 5","",""
Asporto dopo le 22,g1015351-d2320648,20 agosto 2023,couples,"Arrivati alle 19:30 io e mia moglie, volevamo ordinare due pizze da asporto da consumare su una panchina con vista mare poco distante, ci è stato stato che dovevamo passare dopo le 22.
Ora, io capisco che si preferisca l’occupazione di un tavolo ad un asporto, però non è modo di trattare due potenziali clienti. Piuttosto dite che quella sera non potete farle, punto. Secondo voi avremmo aspettato fino alle 22 per una pizza?
Il ristorante era praticamente vuoto in quel momento e i tavoli che erano già occupati stavano già consumando. Quindi la cucina non era oberata e i camerieri (super snob con gli auricolari, e poi per chiamare il collega hanno dovuto cercarlo dentro) se la parlottavano all’ingresso.
Morale della favola siamo andati altrove, e ci è andata meglio.
Rispettate il turista, non fate i fighetti con la puzza sotto il naso, perché noi che veniamo dal nord Italia ne siano pieni e ne siamo stufi, e vorremmo trovare altri ambienti.","Punteggio 1,0 su 5","",""
ASSOLUTAMENTE  DA NON PERDERE,g1010166-d10263258,24 luglio 2023,couples,"Ottimo ristorante veramente consigliato Accoglienza  del personale , la cameriera Sara molto gentile ed il caposala Adriano superattento alle nostre esigenze Cotolette di acciuhe , pasta allo scoglio , involtini di pollo e dolci super buoni Complimenti allo chef Volevamo assaggaire un primo in due hanno diviso già i piatti x entrambi Sono raffinatezze da evidenziare Graziee","Punteggio 5,0 su 5","",""
Assolutamente consigliato,g1005972-d10746837,29 settembre 2023,family,"Un posto davvero tipico e particolare.
Siamo stati qui per ben 3 volte, tra pranzo e cena, si mangia davvero bene, ottima qualità prezzo e i ragazzi che lavorano li sono gentili e cordiali.
All'interno vendono anche dei prodotti tipici lucani, che vae la pena acquistare e provare.
Assolutamente consigliato","Punteggio 5,0 su 5","",""
Assolutamente consigliato,g1006191-d2251328,7 aprile 2023,couples,"Locale accogliente con vista su due gioielli architettonici, menu variegato, servizio inappuntabile, proprietario disponibile e gentile, prodotti genuini e sapientemente preparati","Punteggio 4,0 su 5","",""
Assolutamente da provare,g1007324-d1774052,4 marzo 2024,couples,"Cibo ottimo, servizio impeccabile,  personale gentilissimo e disponibile , da provare assolutamente ! Pesce più che fresco","Punteggio 5,0 su 5","",""
Assolutamente da provare,g1010166-d6777457,1 gennaio 2022,couples,"Ci siamo fermati qui per caso, posto molto alla buona il titolare molto alla mano e i camerieri molto disponibili e preparati su tutti i piatti.
Abbiamo mangiato benissimo porzioni abbondanti e prezzi onestissimi 
Lo consiglio vivamente","Punteggio 5,0 su 5","",""
Assolutamente da provare!,g1007324-d3161656,18 febbraio 2024,couples,"Assolutamente da provare,fronte mare!pesce freschissimo saporito, piatti abbondanti e meritevoli,camerieri gentili e cordiali, consiglio di prenotare è sempre molto affollato!","Punteggio 5,0 su 5","",""
"Assolutamente da provare, anche senza glutine",g1009281-d1898914,19 agosto 2023,family,"Semplicemente fantastico. Trattoria situata in mezzo a campi di girasole , bellissimo patio all aperto, ventilato, locale non caotico. Servizio eccellente , veloce e cordiale. E vogliamo parlare del cibo? Superlativo. Porzioni abbondanti . Piatti tipici con un tocco in più. Va obbligatoriamente citata L attenzione per il senza glutine, qui infatti non troverete i soliti due piatti striminziti… il menu infatti e’ ben assortito, dall antipasto al dolce. Insomma, ne vale davvero la pena!!!","Punteggio 5,0 su 5","",""
Assolutamente negativo,g1007735-d2279004,5 agosto 2023,family,"Mi dispiace ma a parte la gentilezza e l’impegno dei pochi camerieri il mio giudizio è assolutamente negativo
Qualità del pesce pessima , antipasto mancante di cui non siamo stati avvisati e ci è stato portato altro che non ci piaceva ed era immangiabile. Polpo gommoso è affogato nell’aceto cone anche l’antipasto di polpo dello chef che per la quantità di aceto era nauseante. 
Calamari gommosi. Panzerotti fedddi e insalata di pomodori con quattro pomodoro divisi in due non conditi
Verdure grigliate non condite e al posto del radicchio spinaci ovviamente senza avvisare prima
Quando alla cassa dopo aver pagato ho fatto notare tutto questo mi è stato risposto che il personale potevo trovarlo io. Neanche un mi dispiace. 
Mai più ! 
I","Punteggio 1,0 su 5","",""
Atmosfera elegante e soft,g1006068-d2085200,1 febbraio 2020,couples,"Ristorante elegante sito al piano 11 dell'hotel For You. Personale di sala gentilissimo ed attento al cliente. Ambiente soft con vista suggestiva. I piatti ben curati e con accostamenti particolari. Abbiamo provato i menù degustazione carne e pesce e siamo rimasti soddisfatti. I prezzi elevati ma giustificati per Location e preparazione.
Gli antipasti sia il carpaccio e sia i gamberi eccezionali..","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1a/c7/30/6b/img-20200202-101418-largejpg.jpg,https://media-cdn.tripadvisor.com/media/photo-l/1a/c7/30/6a/img-20200131-221343-largejpg.jpg
Atmosfera!,g1006191-d12347623,23 maggio 2017,friends,"Ogni volta che torno a Vittoria faccio un salto al Bar Cavour, titolari e staff creano un ambiente unico con un mix di qualità e atmosfera locale. 
Per di più l'aperitivo seduti nella centralissima Via Cavour non ha eguali.","Punteggio 5,0 su 5","",""
Attenzione alle insidie,g1015453-d2192624,3 febbraio 2024,friends,"Il locale su presenta bene nell’aspetto generale. Direttrice della sala apparentemente precisa nelle ordinazioni, ma non esaustiva nei particolari. Abbiamo ordinato una porzione di patate fritte e due porzioni di olive ascolane, nella  media quando a cottura  e sapore; una  pizza, contorni ed una costata per tre. Non c’è stato chiesto il tipo di cottura desiderata ed il peso in etti  (importante informazione per il cliente),  è stata portata in tavola ahimè cruda e tagliata in grossi pezzi. Alle rimostranze c’è stato risposto che  la cottura sarebbe stata ultimata sulla pietra ogliarel e successivamente quando hanno compreso  che giammai la carne sarebbe arrivata a cuocersi alle condizioni desideravate, hanno riportato in cucina il tutto per cuocerla nuovamente; in seguito è arrivata  più cotta del dovuto in tutte le parti. Consiglierei di attenzionare con maggiore attenzione l’attività dei cuochi in cucina. I dolci nella media. Attenzione sempre però a controllare il conto sono stati consumati 2 caffè e pagati 3.","Punteggio 2,0 su 5","",""
Attenzione alle sorprese nel conto,g1006192-d4132396,8 settembre 2019,family,"Siamo stati a cena in questo locale a Scoglitti su consiglio del proprietario del B&B dove alloggiavamo.
Evitiamo il menù fisso di antipasti a 35 euro preferendo scegliere alla carta.
Antipasto di crudi/marinato a 15 euro forse sopravvalutato...primi discreti...grigliata mista che non vale 20 euro con una piccola fetta di pesce spada e mezzo  calamaro e due gamberoni...
Al momento del conto ci viene presentato un pre conto scritto a mano dove con grande sorpresa e disappunto troviamo i sorbetti al limone che non avevamo chiesto ma ci erano stati 'offerti', ma soprattutto una bottiglia di vino dello stesso tipo ma di una cantina diversa da quella da noi indicata e che, guarda caso, costava 8 euro in più...
Depennati dal conto per decenza solo i sorbetti
 Chiaramente non torneremo più","Punteggio 3,0 su 5","",""
Attesa infinita,g1006068-d7226427,12 settembre 2021,friends,"Io e dei miei amici siamo andati a mangiare una pizza fuori. Abbiamo ordinato una pizza a testa. Al momento delle ordinazioni la cameriera ci consiglia di prendere degli antipasti, visto che l’attesa sarebbe stata di mezz’ora. Passata mezz’ora chiediamo informazioni e nulla. Passa un’altra mezz’ora e ci dice che le stavano per farcire. Insomma dopo 1 ora e 20 sono arrivate le pizze. 
Pizze normalissime, nulla di speciale, qualsiasi altro posto le avrebbe fatte in 20 minuti massimo.","Punteggio 1,0 su 5","",""
Attesa infinita,g1015370-d1655004,17 agosto 2023,friends,"Buona sera, un gran peccato per il servizio e la pessima organizzazione... seduti alle 20 30 per una serata organizzata con musica dal vivo, alle 22 abbiamo ricevuto solo una bottiglia d' acqua , e il bambino che era con noi ha aspettato  un ora e mezza circa per una cotoletta e delle patatine fritte che ci era stato detto in precedenza che sarebbe stato servito in tempo breve.
Il dispiacere piu grande è che si ha la fortuna di avere un attività in un posto meraviglioso, ma non la si sfrutta come andrebbe fatto, far sedere i clienti alle 20.30 per poi servirli dopo piu di due ore, è  veramente un pessimo servizio che sicuramente  non farà  tornare le persone.
Laura","Punteggio 1,0 su 5","",""
Attirati dal profumo...,g1007734-d8434952,24 agosto 2019,couples,"Eravamo in giro per Ginosa, quando un profumo di carne alla brace attirò la nostra attenzione! Seguii questo profumo sino ad arrivare da loro!!!
La qualità e la cortesia sono i padroni di casa! Ed il prezzo poi...provare per credere!","Punteggio 5,0 su 5","",""
Autentica cucina sarda,g1007733-d2277403,3 maggio 2024,friends,Questo ristorante mi è piaciuto perché la sua cucina è strettamente legata al territorio. In particolare ho apprezzato la scelta dei formaggi locali e le tre versioni del pane frattau tutte deliziose.Ottimo anche il vino della casa.Personale gentile e simpatico,"Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2c/0d/f8/99/caption.jpg,""
Avevo maggiori aspettative,g1015351-d1900681,25 luglio 2023,couples,Cucina tipica sarda tuttavia si chiama trattoria ma di fatto è un ristorante anche è soprattutto nel prezzo  anche se la qualità del cibo non è eccelsa e le portate nella loro quantità sono essenziali.,"Punteggio 3,0 su 5","",""
AYCE a pranzo,g1006068-d15317771,15 marzo 2023,solo,"Sono stato in questo ristorante per un veloce pranzo di lavoro e mi sono trovato molto bene.

Ho provato sia il sushi che piatti cucinati entrambi piuttosto buoni.

Servizio con velocità supersonica

A74","Punteggio 3,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/28/75/43/ee/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/28/75/43/ef/caption.jpg
